Time[s], Channel 1
0, 0
0.0132995833333333, 1
0.0142051666666667, 0
0.0319658333333333, 1
0.0328715, 0
0.0506317083333333, 1
0.051537125, 0
0.069297125, 1
0.070202625, 0
0.0879621666666667, 1
0.088867375, 0
0.106626833333333, 1
