Time[s], Channel 1
0, 0
0.000818166666666667, 1
0.002239125, 0
0.0195970833333333, 1
0.0210180416666667, 0
0.0383767083333333, 1
0.0397977916666667, 0
0.0571565, 1
0.0585770416666667, 0
0.075935875, 1
0.077356, 0
0.09471525, 1
0.0961352916666667, 0
