Time[s], Channel 1
0, 0
0.00605566666666667, 1
0.00791079166666667, 0
0.0249127916666667, 1
0.0267676666666667, 0
0.0437698333333333, 1
0.0456241666666667, 0
0.062627, 1
0.064481125, 0
0.0814842916666667, 1
0.083338375, 0
0.100341333333333, 1
0.102195625, 0
